658,"Psicologia (Neurociências e Comportamento)"
659,"Nutrição Humana Aplicada"
660,"Zootecnia (Qualidade e Produtividade Animal)"
661,"Odontologia (Deontologia e Odontologia Legal)"
662,"Letras (Est. Comp. de Liter. de Língua Portuguesa)"
663,"Medicina (Emergências Clínicas)"
664,"Ciências (Fisiologia Geral)"
665,"Ciências (Fisiologia Humana)"
666,"Ciências Biológicas (Bioestatística) [Rib. Preto]"
667,"Bioquímica [Rib. Preto]"
668,"Ciências Biológicas (Farmacologia) [Rib. Preto]"
669,"Fisiologia [Rib. Preto]"
670,"Ciências Biológicas (Genética) [Rib. Preto]"
671,"Biologia Celular e Molecular"
672,"Patologia Humana [Rib.Preto]"
673,"Medicina (Clínica Cirúrgica) [Rib. Preto]"
674,"Medicina (Tocoginecologia) [Rib.Preto]"
675,"Medicina (Clínica Médica) [Rib. Preto]"
676,"Saúde na Comunidae"
677,"Medicina (Neurologia) [Rib.Preto]"
678,"Oftalmologia [Rib.Preto]"
679,"Medicina (Ortopedia e Traumatologia) [Rib.Preto]"
680,"Medicina (Pediatria) [Rib.Preto]"
681,"Enfermagem Psiquiátrica [Rib. Preto]"
682,"Enfermagem Fundamental [Rib. Preto]"
683,"Entomologia [Rib. Preto]"
684,"Odontologia (Reabilitação Oral) [Rib.Preto]"
685,"Psicobiologia [Rib.Preto]"
686,"Física Aplicada à Medicina e Biologia [Rib. Preto]"
687,"Ciências Farmacêuticas [Rib. Preto]"
688,"Imunologia Básica e Aplicada [Rib. Preto]"
689,"Enfermagem em Saúde Pública [Rib. Preto]"
690,"Medicina (Otorrinolaringologia) [Rib.Preto]"
691,"Medicina (Saúde Mental) [Rib.Preto]"
692,"Química [Rib.Preto]"
693,"Entomologia [Esalq]"
694,"Agronomia (Fitopatologia) [Esalq]"
695,"Fitotecnia [Esalq]"
696,"Agronomia (Genética e Melhoramento de Plantas) [Esalq]"
697,"Agronomia (Microbiologia Agrícola) [Esalq]"
698,"Agronomia (Solos e Nutrição de Plantas) [Esalq]"
699,"Irrigação e Drenagem [Esalq]"
700,"Agronomia (Estatística e Experimentação Agronômica) [Esalq]"
701,"Agronomia ( Física do Ambiente Agrícola ) Esalq"
702,"Ciências (Economia Aplicada) [Esalq]"
703,"Ciência Animal e Pastagens [Esalq]"
704,"Ciências Florestais [Esalq]"
705,"Ciência e Tecnologia de Alimentos [Esalq]"
706,"Fisiologia Bioquímica de Plantas [Esalq]"
707,"Máquinas Agrícolas [Esalq]"
708,"Ciência e Tecnologia de Madeiras [Esalq]"
709,"Física [S.Carlos]"
710,"Matemática [S.Carlos]"
711,"Ciência da Computação e Matemática Computacional [S.Carlos]"
712,"Físico-Química [S. Carlos]"
713,"Bioengenharia [S.Carlos]"
714,"Engenharia Civil (Engenharia de Estruturas) [S. Carlos]"
715,"Engenharia Hidráulica e Saneamento [S.Carlos]"
716,"Geotecnia [S.Carlos]"
717,"Engenharia Elétrica [S. Carlos]"
718,"Engenharia Mecânica [S. Carlos]"
719,"Engenharia Metalúrgica [S. Carlos]"
720,"Engenharia de Transportes [S.Carlos]"
721,"Arquitetura [S.Carlos]"
722,"Química (Química Analítica) [S.Carlos]"
723,"Ciências da Engenharia Ambiental [S.Carlos]"
724,"Ciência e Engenharia de Materiais [S.Carlos]"
725,"Engenharia de produção"
726,"Odontologia (Dentística) [Bauru]"
727,"Odontologia (Estomatologia) [Bauru]"
728,"Odontologia (Odontopediatria) [Bauru]"
729,"Odontologia (Ortodontia) [Bauru]"
730,"Odontologia (Reabilitação Oral) [Bauru]"
731,"Odontologia (Periodontia) [Bauru]"
732,"Odontologia (Endodontia) [Bauru]"
733,"Odontologia (Patologia Bucal) [Bauru]"
734,"Educação"
735,"Física"
736,"Matemática"
737,"Matemática Aplicada"
738,"Ciência da Computação"
739,"Estatística"
740,"Química"
741,"Biologia Vegetal"
742,"Ecologia"
743,"Ciências Biológicas (Fisiologia)"
744,"Biologia (Imunologia)"
745,"Biologia e Patologia Buco-Dental [Piracicaba]"
746,"Sociologia"
747,"Antropologia Social"
748,"Ciência Política"
749,"Lógica e Filosofia da Ciência"
750,"História"
751,"Economia"
752,"Engenharia Elétrica"
753,"Engenharia Mecânica"
754,"Ciências Médicas"
755,"Genética e Biologia Molecular"
756,"Engenharia Agrícola"
757,"Ciência de Alimentos"
758,"Tecnologia de Alimentos"
759,"Engenharia de Alimentos"
760,"Lingüística"
761,"TEORIA E HISTÓRIA LITERÁRIA"
762,"Odontologia [Piracicaba]"
763,"Biologia Celular e estrutural"
764,"Engenharia Química"
765,"Materiais Dentários [Piracicaba]"
766,"Radiologia Odontologica [Piracicaba]"
767,"Geociências"
768,"Ciências Sociais"
769,"Biologia Funcional e Molecular"
770,"Engenharia Civil"
771,"Alimentos e Nutrição"
772,"Lingüística Aplicada"
773,"Multimeios"
774,"Educação Física"
775,"Política Científica e Tecnológica"
776,"Engenharia de Petróleo"
777,"Planejamento de Sistemas Energéticos/Área Interdisciplinar"
778,"Farmacologia"
779,"Parasitologia"
780,"Odontologia (Fisiologia e Biofísica do Sist. Estomatognático) [Piracicaba]"
781,"Pediatria"
782,"Odontologia Legal e Deontologia [Piracicaba]"
783,"Saúde Mental"
784,"Saúde Coletiva"
785,"Artes"
786,"Demografia"
787,"Tocoginecologia"
788,"Cirurgia"
789,"Clínica Odontológica [Piracicaba]"
790,"Clínica Médica"
791,"Filosofia"
792,"Ciências Biológicas (Morfologia)"
793,"Ciências Biológicas (Microbiologia)"
794,"Agronomia (Produção Vegetal) [Jaboticabal]"
795,"Zootecnia (Produção Animal) [Jaboticabal]"
796,"Ciências Biológicas (Zoologia) [Rio Claro]"
797,"Geografia [Rio Claro]"
798,"Ciências Biológicas (Biologia Vegetal) [Rio Claro]"
