392,"Eldorado dos Carajás","PA"
393,"Parauapebas","PA"
394,"Brejo Grande do Araguaia","PA"
395,"São Raimundo do Araguaia","PA"
396,"Marabá","PA"
397,"Palestina do Pará","PA"
398,"São Domingos do Araguaia","PA"
399,"São João do Araguaia","PA"
400,"Apinagés","PA"
401,"Pau D'Arco","PA"
402,"Piçarra","PA"
403,"Redenção","PA"
404,"Rio Maria","PA"
405,"São Geraldo do Araguaia","PA"
406,"Sapucaia","PA"
407,"Xinguara","PA"
408,"Conceição do Araguaia","PA"
409,"Floresta do Araguaia","PA"
410,"Santa Maria das Barreiras","PA"
411,"Santana do Araguaia","PA"
412,"Calçoene","AP"
413,"Cunani","AP"
414,"Lourenço","AP"
415,"Oiapoque","AP"
416,"Clevelândia do Norte","AP"
417,"Vila Velha","AP"
418,"Amapá","AP"
419,"Sucuriju","AP"
420,"Pracuúba","AP"
421,"Tartarugalzinho","AP"
422,"Serra do Navio","AP"
423,"Pedra Branca do Amaparí","AP"
424,"Cutias","AP"
425,"Ferreira Gomes","AP"
426,"Itaubal","AP"
427,"Macapá","AP"
428,"Bailique","AP"
429,"Carapanantuba","AP"
430,"Fazendinha","AP"
431,"São Joaquim do Pacuí","AP"
432,"Porto Grande","AP"
433,"Santana","AP"
434,"Igarapé do Lago","AP"
435,"Ilha de Santana","AP"
436,"Portuário do Igarapé da Fortaleza","AP"
437,"Laranjal do Jari","AP"
438,"Mazagão","AP"
439,"Carvão","AP"
440,"Mazagão Velho","AP"
441,"Vitória do Jari","AP"
442,"Aguiarnópolis","TO"
443,"Ananás","TO"
444,"Angico","TO"
445,"Araguatins","TO"
446,"Natal","TO"
447,"Augustinópolis","TO"
448,"Axixá do Tocantins","TO"
449,"Buriti do Tocantins","TO"
450,"Cachoeirinha","TO"
451,"Carrasco Bonito","TO"
452,"Darcinópolis","TO"
453,"Esperantina","TO"
454,"Itaguatins","TO"
455,"Luzinópolis","TO"
456,"Maurilândia do Tocantins","TO"
457,"Palmeiras do Tocantins","TO"
458,"Nazaré","TO"
459,"Praia Norte","TO"
460,"Riachinho","TO"
461,"Sampaio","TO"
462,"Santa Terezinha do Tocantins","TO"
463,"São Bento do Tocantins","TO"
464,"São Miguel do Tocantins","TO"
465,"São Sebastião do Tocantins","TO"
466,"Sítio Novo do Tocantins","TO"
467,"Tocantinópolis","TO"
468,"Aragominas","TO"
469,"Araguaína","TO"
470,"Araguanã","TO"
471,"Arapoema","TO"
472,"Babaçulândia","TO"
473,"Bandeirantes do Tocantins","TO"
474,"Carmolândia","TO"
475,"Colinas do Tocantins","TO"
476,"Filadélfia","TO"
477,"Muricilândia","TO"
478,"Nova Olinda","TO"
479,"Palmeirante","TO"
480,"Pau D'Arco","TO"
481,"Piraquê","TO"
482,"Santa Fé do Araguaia","TO"
483,"Wanderlândia","TO"
484,"Xambioá","TO"
485,"Abreulândia","TO"
486,"Araguacema","TO"
487,"Barrolândia","TO"
488,"Bernardo Sayão","TO"
489,"Brasilândia do Tocantins","TO"
490,"Caseara","TO"
491,"Couto de Magalhães","TO"
492,"Divinópolis do Tocantins","TO"
493,"Dois Irmãos do Tocantins","TO"
494,"Fortaleza do Tabocão","TO"
495,"Goianorte","TO"
496,"Guaraí","TO"
497,"Mirandópolis","TO"
498,"Itaporã do Tocantins","TO"
499,"Juarina","TO"
500,"Marianópolis do Tocantins","TO"
501,"Miracema do Tocantins","TO"
502,"Miranorte","TO"
503,"Monte Santo do Tocantins","TO"
504,"Pequizeiro","TO"
505,"Colméia","TO"
506,"Presidente Kennedy","TO"
507,"Rio dos Bois","TO"
508,"Tupirama","TO"
509,"Tupiratins","TO"
510,"Araguaçu","TO"
511,"Chapada de Areia","TO"
512,"Cristalândia","TO"
513,"Dueré","TO"
514,"Fátima","TO"
515,"Formoso do Araguaia","TO"
516,"Lagoa da Confusão","TO"
517,"Nova Rosalândia","TO"
518,"Oliveira de Fátima","TO"
519,"Paraíso do Tocantins","TO"
520,"Pium","TO"
521,"Pugmil","TO"
522,"Sandolândia","TO"
523,"Aliança do Tocantins","TO"
524,"Alvorada","TO"
525,"Brejinho de Nazaré","TO"
526,"Cariri do Tocantins","TO"
527,"Crixás do Tocantins","TO"
528,"Figueirópolis","TO"
529,"Gurupi","TO"
530,"Jaú do Tocantins","TO"
531,"Palmeirópolis","TO"
532,"Peixe","TO"
533,"Santa Rita do Tocantins","TO"
534,"São Salvador do Tocantins","TO"
535,"Sucupira","TO"
536,"Talismã","TO"
537,"Aparecida do Rio Negro","TO"
538,"Bom Jesus do Tocantins","TO"
539,"Ipueiras","TO"
540,"Lajeado","TO"
541,"Monte do Carmo","TO"
542,"Pedro Afonso","TO"
543,"Porto Real","TO"
544,"Porto Nacional","TO"
545,"Santa Maria do Tocantins","TO"
546,"Silvanópolis","TO"
547,"Palmas","TO"
548,"Buritirana","TO"
549,"Taquarussu do Porto","TO"
